rowid;name;force;level;mechanic;equipment;primaryMuscles;secondaryMuscles;instructions;category;images;id
340;Ferde Kézis Fekvenyomás – Tenyérek Befelé;push;beginner;compound;kézisúlyzó;[4];"[2; 6]";"[Feküdjön le egy lejtős padra, mindkét kezén súlyzóval a comb tetején. A tenyered egymással szemben lesz. „; „Azzal, hogy a combokkal segíthet felemelni a súlyzókat; tisztítsa meg a súlyzókat egyszerre, hogy vállszélességben tarthassa őket. „; „Egyszer vállszélességgel; tartsa a tenyerét semleges markolattal (tenyér egymással szemben). Tartsa ki a könyökét úgy, hogy a felkarok a vállakkal összhangban vannak (a törzsre merőlegesen), a könyököket pedig hajlítva 90 fokos szöget teremtve a felkar és az alkar között. Ez lesz a kiindulási pozíciód. „; „Most lassan oldja le a súlyokat az oldaladra, miközben belélegzel. Mindig tartsa teljes irányítását a súlyzók felett. „; „Amikor kilélegzel; nyomja fel a súlyzókat a mellizmokkal. Rögzítse a karját összehúzott helyzetbe; tartsa egy másodpercig, majd lassan kezdjejen leereszkedni. Tipp: Legalább kétszer annyi ideig kell tartania a lefelé, mint a felkelés. „; „Ismételje meg a mozgást az előírt mennyiségű ismétléshez. „; „Ha kész; helyezze vissza a súlyzókat a combjaiba, majd a padlóra. Ez a legbiztonságosabb módja a súlyzók ártalmatlanításának. ]";strength;"[""Incline_Dumbbell_Bench_With_Palms_Facing_In/0.jpg""; ""Incline_Dumbbell_Bench_With_Palms_Facing_In/1.jpg""]";Incline_Dumbbell_Bench_With_Palms_Facing_In
341;Ferde Kézis Bicepsz Hajlítás;pull;beginner;isolation;kézisúlyzó;[7];[];"[Üljön hátra egy lejtős padra, mindkét kezében egy súlyzóval, karhosszban tartva. Tartsa könyökét közel a törzséhez, és forgassa el a tenyerét, amíg előre nem néznek. Ez lesz a kiindulási pozíciód. „; „Miközben a felkarot álló helyzetben tartja; hajlítsa előre a súlyokat, miközben a bicepszet összehúzza, miközben kilélegzi. Csak az alkaroknak kell mozogniuk. Folytassa a mozgást, amíg a bicepsz teljesen össze nem húzódik, és a súlyzók vállszinten vannak. Tartsa a szerződéses pozíciót egy másodpercig. „; „Lassan kezdjeje el visszahozni a súlyzókat a kiindulási helyzetbe, amikor belélegzed. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Incline_Dumbbell_Curl/0.jpg""; ""Incline_Dumbbell_Curl/1.jpg""]";Incline_Dumbbell_Curl
342;Ferde Kézis Flyes;push;beginner;compound;kézisúlyzó;[4];[2];"[Tartsa mindkét kezén súlyzót, és feküdjönön egy lejtős padon, amely legfeljebb 30 fokos dőlésszögre van állítva. „; „Nyújtsa ki a karját magad fölé, enyhén hajlítva a könyöknél. „; „Most forgassa el a csuklóját úgy, hogy a tenyered feléd nézzen. Tipp: A rózsaszínű ujjaknak egymás mellett kell lenniük. Ez lesz a kiindulási pozíciód. „; „Ahogy belélegzel, kezdjeje el lassan oldalra engedni a karokat, miközben a karokat kinyújtva tartja, és forgassa a csuklóját, amíg a tenyér egymással nem néz. Tipp: A mozgás végén a karok melletted lesznek, tenyerével a mennyezetre nézve. „; „Kilégzéskor kezdjeje vissza a súlyzókat a kiindulási helyzetbe hozni úgy, hogy megfordítja a mozgást és elforgatja a kezeket úgy, hogy a rózsaszínű ujjak ismét egymás mellett legyenek. Tipp: Ne feledje, hogy a mozgás csak a vállízületen és a csuklónál történik. Nincs olyan mozgás, amely a könyökcsuklóban történik. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Incline_Dumbbell_Flyes/0.jpg""; ""Incline_Dumbbell_Flyes/1.jpg""]";Incline_Dumbbell_Flyes
343;Ferde Kézis Flyes – Csavarással;push;beginner;compound;kézisúlyzó;[4];[2];"[Tartsa mindkét kezében egy súlyzót, és feküdjönön egy lejtős padon, amely legfeljebb 30 fokos dőlésszögre van állítva. „; „Nyújtsa ki a karját magad fölé, enyhén hajlítva a könyöknél. „; „Most forgassa el a csuklóját úgy, hogy a tenyered feléd nézzen. Tipp: A rózsaszínű ujjaknak egymás mellett kell lenniük. Ez lesz a kiindulási pozíciód. „; „Ahogy belélegzel, kezdjeje el lassan oldalra engedni a karokat, miközben a karokat kinyújtva tartja, és forgassa a csuklóját, amíg a tenyér egymással nem néz. Tipp: A mozgás végén a karok melletted lesznek, tenyerével a mennyezetre nézve. „; „Kilégzéskor kezdjeje vissza a súlyzókat a kiindulási helyzetbe hozni úgy, hogy megfordítja a mozgást és elforgatja a kezeket úgy, hogy a rózsaszínű ujjak ismét egymás mellett legyenek. Tipp: Ne feledje, hogy a mozgás csak a vállízületen és a csuklónál történik. Nincs olyan mozgás, amely a könyökcsuklóban történik. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Incline_Dumbbell_Flyes_-_With_A_Twist/0.jpg""; ""Incline_Dumbbell_Flyes_-_With_A_Twist/1.jpg""]";Incline_Dumbbell_Flyes_-_With_A_Twist
344;Ferde Kézis Fekvenyomás;push;beginner;compound;kézisúlyzó;[4];"[2; 6]";"[Feküdjön le egy lejtős padra, mindkét kezében súlyzó a combok tetején. A tenyér egymással szemben lesz. „; „Ezután; a comboddal a súlyzók felfelé tolásához; emelje fel a súlyzókat egyenként, hogy vállszélességben tarthassa őket. „; „Miután a súlyzókat vállszélességre emelte; forgassa előre a csuklóját úgy, hogy a tenyere távolra nézzen tőled. Ez lesz a kiindulási pozíciód. „; „Ügyeljen arra, hogy mindig teljes mértékben irányítsa a súlyzókat. Ezután lélegezzen ki, és nyomja fel a súlyzókat a mellkasával. „; „Zárja be a karját a tetejére; tartsa egy másodpercig; majd kezdjeje lassan csökkenteni a súlyt. Tipp Ideális esetben; a súlyok csökkentése körülbelül kétszer annyi időt vesz igénybe, mint az emelésük. „; „Ismételje meg a mozgást az előírt mennyiségű ismétléshez. „; „Ha kész; helyezze vissza a súlyzókat a combodra, majd a padlóra. Ez a legbiztonságosabb módja a súlyzók felszabadításának.”";strength;"[""Incline_Dumbbell_Press/0.jpg""; ""Incline_Dumbbell_Press/1.jpg""]";Incline_Dumbbell_Press
345;Ferde Kalapács Bicepsz;pull;beginner;isolation;kézisúlyzó;[7];[];"[Üljön le egy lejtős padra, mindkét kezében súlyzóval. Szilárdan nyomja vissza a lábát, összeszerelve. Hagyja, hogy a súlyzók egyenesen lefelé lógjanak az oldaladon; semleges markolattal tartsa őket. Ez lesz a kiindulási pozíciód. „; „Indítsa el a mozgást a könyök hajlításával; próbálja meg a felkarot álló helyzetben tartani. „; „Folytassa a mozgás tetejéig, és szüneteljen; majd lassan térjen vissza a kezdjeő helyzetbe.]";strength;"[""Incline_Hammer_Curls/0.jpg""; ""Incline_Hammer_Curls/1.jpg""]";Incline_Hammer_Curls
346;Ferde Belső Bicepsz Hajlítás;;beginner;isolation;kézisúlyzó;[7];[];"[Tartsa mindkét kezében egy súlyzót, és feküdjönön vissza egy lejtős padra. „; „A súlyzóknak karhosszúságúnak kell lenniük az oldaladon lógva, a tenyerének pedig kifelé kell néznie. Ez lesz a kiindulási pozíciód. „; „Most, amikor kilélegzel, görbítse ki a súlyt kifelé és felfelé, miközben az alkarját az oldalsó deltoidjaival összhangban tartja. Folytassa a göndörést, amíg a súlyzók vállmagasságban és a deltoidák oldalán nem lesznek. Tipp: A mozgás végének hasonlónak kell lennie a kettős bicepsz pózhoz. „; „A mozgás tetején lévő második összehúzódás után kezdjeje el belélegezni, és lassan engedje vissza a súlyokat a kiindulási helyzetbe, ugyanazon az útvonalon, amelyet fel kell emelni. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Incline_Inner_Biceps_Curl/0.jpg""; ""Incline_Inner_Biceps_Curl/1.jpg""]";Incline_Inner_Biceps_Curl
347;Ferde Fekvőtámasz;push;beginner;compound;saját testsúlyos;[4];"[2; 6]";"[Állandó pad vagy erős emelt platform. Helyezze a kezét a pad vagy a platform szélére; kissé szélesebb, mint a vállszélesség. „; „A karokkal és a testtel egyenesen helyezze hátra a láb elülső részét a padról vagy a peronról. A karoknak merőlegesnek kell lenniük a testre. A test egyenesen tartása; a mellkas alsó része a doboz vagy a platform széléig karok hajlításával. „; „Nyomja fel a testet, amíg a karok ki nem nyúlnak. Ismételje meg. ]";strength;"[""Incline_Push-Up/0.jpg""; ""Incline_Push-Up/1.jpg""]";Incline_Push-Up
348;Ferde Fekvőtámasz Szűk Fogással;push;beginner;compound;saját testsúlyos;[6];"[4; 2]";"[Álljon megfelelő magasságban egy Smith géprúddal vagy erős emelt platformmal szemben. „; „Helyezze a kezét egymás mellé a rúdra. „; „Helyezze vissza a lábát a rúdtól, karokkal és testtel egyenesen. Ez lesz a kiindulási pozíciód. „; „Tartsa egyenesen a testét; a karok hajlításával engedje le mellkasát a rúdra. „; „Térjen vissza a kiindulási helyzetbe a könyök kinyújtásával; nyomja vissza magát felfelé.]";strength;"[""Incline_Push-Up_Close-Grip/0.jpg""; ""Incline_Push-Up_Close-Grip/1.jpg""]";Incline_Push-Up_Close-Grip
349;Ferde Fekvőtámasz Mélységi Ugrással;push;beginner;compound;egyéb;[4];"[2; 6]";"[Ehhez a fúróhoz körülbelül 12 hüvelyk magas dobozra lesz szüksége; és két vastag szőnyegre vagy aerobik lépcsőre van szüksége. „; „Helyezze a lépcsőket közvetlenül a válladon kívül; és helyezze a lábát a doboz tetejére úgy, hogy lejtős nyomóhelyzetben legyen; a kezed közvetlenül a lépcsőn belül legyen. Ez lesz a kiindulási pozíciód. „; „Kezdje úgy, hogy a könyöket hajlítsa le, hogy leengedje a testét; gyorsan fordítsa meg a helyzetet, hogy lehúzza testét a földről. Ahogy elhagyja a talajt, mozgassa a kezét a lépcsőkre; hajlítsa meg könyökét, hogy elnyelje az ütközést. „; „Ismételje meg a mozgást a kiindulási helyzetbe való visszatéréshez.]";plyometrics;"[""Incline_Push-Up_Depth_Jump/0.jpg""; ""Incline_Push-Up_Depth_Jump/1.jpg""]";Incline_Push-Up_Depth_Jump
350;Ferde Fekvőtámasz Közepes Variáció;push;beginner;compound;saját testsúlyos;[4];"[3; 2; 6]";"[Álljon megfelelő magasságban egy Smith géprúddal vagy erős emelt platformmal szemben. „; „Helyezze a kezét a rúdra; kezével körülbelül vállszélességgel. „; „Helyezze vissza a lábát a rúdtól, karokkal és testtel egyenesen. Ez lesz a kiindulási pozíciód. „; „Tartsa egyenesen a testét; a karok hajlításával engedje le mellkasát a rúdra. „; „Térjen vissza a kiindulási helyzetbe a könyök kinyújtásával; nyomja vissza magát felfelé.]";strength;"[""Incline_Push-Up_Medium/0.jpg""; ""Incline_Push-Up_Medium/1.jpg""]";Incline_Push-Up_Medium
351;Ferde Fekvőtámasz Fordított Fogással;push;beginner;compound;saját testsúlyos;[4];"[3; 2; 6]";"[Álljon megfelelő magasságban egy Smith géprúddal vagy erős emelt platformmal szemben. „; „Helyezze a kezét a rúd tenyerére felfelé; kezével körülbelül vállszélességgel. „; „Helyezze vissza a lábát a rúdtól, karokkal és testtel egyenesen. Ez lesz a kiindulási pozíciód. „; „Tartsa egyenesen a testét; a karok hajlításával engedje le mellkasát a rúdra. „; „Térjen vissza a kiindulási helyzetbe a könyök kinyújtásával; nyomja vissza magát felfelé.]";strength;"[""Incline_Push-Up_Reverse_Grip/0.jpg""; ""Incline_Push-Up_Reverse_Grip/1.jpg""]";Incline_Push-Up_Reverse_Grip
352;Ferde Fekvőtámasz – Széles Fogással;push;beginner;compound;saját testsúlyos;[4];"[3; 2; 6]";"[Álljon megfelelő magasságban egy Smith géprúddal vagy erős emelt platformmal szemben. „; „Helyezze a kezét a rúdra; kezével szélesebb, mint a váll szélessége. „; „Helyezze vissza a lábát a rúdtól, karokkal és testtel egyenesen. A karjainak merőlegesnek kell lenniük a testre. Ez lesz a kiindulási pozíciód. „; „Tartsa egyenesen a testét; a karok hajlításával engedje le mellkasát a rúdra. „; „Térjen vissza a kiindulási helyzetbe a könyök kinyújtásával; nyomja vissza magát felfelé.]";strength;"[""Incline_Push-Up_Wide/0.jpg""; ""Incline_Push-Up_Wide/1.jpg""]";Incline_Push-Up_Wide
353;Középhaladó Lágyék Nyújtás;static;intermediate;isolation;egyéb;[5];[];"[Feküdj a hátadon kinyújtott lábakkal. Húzzon egy övet, kötelet vagy szalagot az egyik lábad köré; és fordítsa ezt a lábát olyan messzire, amennyire csak tudsz. Ez lesz a kiindulási pozíciód. „; „Óvatosan húzza meg az övet, hogy feszültséget keltsen az ágyék és a hegyi izmokban. Tartsa 10-20 másodpercig; és ismételje meg a másik oldalon. ]";stretching;"[""Intermediate_Groin_Stretch/0.jpg""; ""Intermediate_Groin_Stretch/1.jpg""]";Intermediate_Groin_Stretch
354;Középhaladó Csípőhajlító és Comb Nyújtás;static;intermediate;compound;egyéb;[1];[];"[Feküdjön arccal lefelé a padlón; kötéllel; övvel; vagy az egyik láb körül húkos szalaggal. „; „Hajlítsa meg a térdet, és nyújtsa ki a nyújtandó láb csípőjét; mindkét kezével húzza meg az övet. A térdnek és a csípőnek le kell szállnia a padlóról, ami feszültséget okoz a csípőhajlítókban és a quadricepszben. Tartsa a nyújtást 10-20 másodpercig; és ismételje meg a másik lábon. ]";stretching;"[""Intermediate_Hip_Flexor_and_Quad_Stretch/0.jpg""; ""Intermediate_Hip_Flexor_and_Quad_Stretch/1.jpg""]";Intermediate_Hip_Flexor_and_Quad_Stretch
355;Belső Rotáció Szalaggal;;beginner;isolation;gumiszalag;[2];[];"[Fojtsa meg a zenekart egy oszlop körül. A szalagnak ugyanolyan magasságban kell lennie, mint a könyök. Álljon jobb oldalával a szalaghoz pár méterre. „; „Fogd meg jobb kezeddel a szalag végét; és tartsa a könyökét erősen az oldaladhoz. Javasoljuk, hogy könyökével tartsa a párnát vagy habtekercset a helyén, hogy szilárdan a helyzetben maradjon. „; „A felkarját helyzetben kell tartani; a könyökét 90 fokra kell hajlítani, úgy, hogy a kezét távolítsa el a törzstől. Ez lesz a kiindulási pozíciód. „; „Végezze el a mozgást úgy, hogy elforgatja a karját, és tartsa a könyökét a helyén. „; „Folytassa, amennyire csak tud; szüneteltesse; majd térjen vissza a kiindulási helyzetbe.]";strength;"[""Internal_Rotation_with_Band/0.jpg""; ""Internal_Rotation_with_Band/1.jpg""]";Internal_Rotation_with_Band
356;Fordított Evezés;pull;beginner;compound;;[9];[8];"[Helyezze el a rudat egy állványba körülbelül derékmagasságig. Használhat kovácgépet is. „; „Vegye ki a vállszélességnél szélesebb markolatot a rúdra, és helyezze magát lógva a rúd alá. Testének egyenesnek kell lennie, a sarkát a földön, teljesen kinyújtott karokkal. Ez lesz a kiindulási pozíciód. „; „Kezdje a könyök hajlításával; húzza a mellkasát a rúd felé. A mozgás végrehajtása közben húzza vissza a lapátáit. „; „Szüneteljen a mozgás tetején; és térjen vissza a kezdjeő helyzetbe. „; „Ismételje meg a kívánt számú ismétléshez.]";strength;"[""Inverted_Row/0.jpg""; ""Inverted_Row/1.jpg""]";Inverted_Row
357;Fordított Evezés Szalaggal;pull;beginner;compound;egyéb;[9];"[7; 8]";"[Akasszon fel kötelet vagy felfüggesztő hevedereket egy állványra vagy más stabil tárgyra. Fogja meg a végeket, és helyezze magát fekvő helyzetbe, amely a kötelekről lóg. Testének egyenesnek kell lennie, a sarkát a földön, teljesen kinyújtott karokkal. Ez lesz a kiindulási pozíciód. „; „Kezdje a könyök hajlításával; húzza a mellkasát a kezedhez. A mozgás végrehajtása közben húzza vissza a lapátáit. „; „Szüneteljen a mozgás tetején; és térjen vissza a kezdjeő helyzetbe. „; „Ismételje meg a kívánt számú ismétléshez.]";strength;"[""Inverted_Row_with_Straps/0.jpg""; ""Inverted_Row_with_Straps/1.jpg""]";Inverted_Row_with_Straps
358;Vaskereszt;push;intermediate;compound;kézisúlyzó;[2];"[4; 13; 5; 11; 1; 14]";[];strength;"[""Iron_Cross/0.jpg""; ""Iron_Cross/1.jpg""]";Iron_Cross
359;Vaskereszt Nyújtás;pull;intermediate;compound;;[1];[];"[Feküdjön arccal lefelé a padlón; a karjaival az oldalára nyújtva; tenyerét a padlóhoz nyomva. Ez lesz a kiindulási pozíciód. „; „Kezdetben hajlítsa meg az egyik térdet, és vigye át a lábát a test hátsó részén, megpróbálva megérinteni a talajhoz a másik kéz közelében. „; „Azonnal tegye vissza a lábát a kezdjeő pozícióba; és gyorsan ismételje meg a másik lábbal. Folytassa a váltakozást 10-20 ismétlésen keresztül. ]";stretching;"[""Iron_Crosses_stretch/0.jpg""; ""Iron_Crosses_stretch/1.jpg""]";Iron_Crosses_stretch
360;Izometrikus mellkas Szorítás;static;beginner;compound;saját testsúlyos;[4];"[2; 6]";"[Ülés vagy álló állapotban hajlítsa meg a karját 90 fokos szögben, és helyezze össze a tenyerét a mellkasa elé. Tipp: A kezének nyitva kell lennie, a tenyerével együtt, az ujjaival előre nézve (merőlegesen a törzsre) . „; „Nyomja meg mindkét kezét egymáshoz, miközben összehúzod a mellkasodat. Kezdje lassú feszültséggel, és lassan növelje. A összehúzódás végrehajtása során folytassa a légzést normálisan. „; „Tartsa az ajánlott másodpercszámot. „; „Most lassan engedje el a feszültséget. „; „Pihenjen az ajánlott ideig, és ismételje meg.]";plyometrics;"[""Isometric_Chest_Squeezes/0.jpg""; ""Isometric_Chest_Squeezes/1.jpg""]";Isometric_Chest_Squeezes
361;Izometrikus Nyak Gyakorlat – Előre és Hátra;static;beginner;isolation;saját testsúlyos;[17];[];"[A fejét és a nyakát semleges helyzetben tartva (normál helyzetben, felálló fejjel előre nézve); helyezze mindkét kezét a fej elülső oldalára. „; „Most óvatosan nyomja előre, miközben összehúzod a nyaki izmokat, de ellenállsz a fej minden mozgásának. Kezdje lassú feszültséggel, és lassan növelje. A összehúzódás végrehajtása során folytassa a légzést normálisan. „; „Tartsa az ajánlott másodpercszámot. „; „Most lassan engedje el a feszültséget. „; „Pihenjen az ajánlott ideig, és ismételje meg a feje hátoldalára helyezett kezével.]";strength;"[""Isometric_Neck_Exercise_-_Front_And_Back/0.jpg""; ""Isometric_Neck_Exercise_-_Front_And_Back/1.jpg""]";Isometric_Neck_Exercise_-_Front_And_Back
362;Izometrikus Nyak Gyakorlat – Oldalak;static;beginner;isolation;saját testsúlyos;[17];[];"[A fejét és a nyakát semleges helyzetben tartva (normál helyzetben, a fej egyenesen előre nézve); helyezze bal kezét a fej bal oldalára. „; „Most óvatosan nyomja balra, miközben összehúzza a bal nyaki izmokat, de ellenáll a fej minden mozgásának. Kezdje lassú feszültséggel, és lassan növelje. A összehúzódás végrehajtása során folytassa a légzést normálisan. „; „Tartsa az ajánlott másodpercszámot. „; „Most lassan engedje el a feszültséget. „; „Pihenjen az ajánlott ideig, és ismételje meg jobb kezével a feje jobb oldalára helyezve.]";strength;"[""Isometric_Neck_Exercise_-_Sides/0.jpg""; ""Isometric_Neck_Exercise_-_Sides/1.jpg""]";Isometric_Neck_Exercise_-_Sides
363;Izometrikus Törlők;push;beginner;compound;saját testsúlyos;[4];"[3; 2; 6]";"[Foglaljon fel egy push-up pozíciót; tartsa a súlyát a kezén és a lábujjakon, miközben a testét egyenesen tartja. A kezének közvetlenül a vállszélességen kívül kell lennie. Ez lesz a kiindulási pozíciód. „; „Kezdje azzal, hogy testsúlyát a lehető legmesszebbre helyezze az egyik oldalra; hagyja, hogy az ezen az oldalon lévő könyök hajlítson, miközben leereszti a testét. „; „Fordítsa meg a mozgást a hajlított kar kinyújtásával; nyomja fel magát, majd esjen a másik oldalra. „; „Ismételje meg a kívánt számú ismétléshez.]";strength;"[""Isometric_Wipers/0.jpg""; ""Isometric_Wipers/1.jpg""]";Isometric_Wipers
364;JM Nyomás;push;beginner;compound;rúd;[6];"[4; 2]";"[Indítsa el a gyakorlatot ugyanúgy, mint a szoros tapadprés mellett. Egy lapos padon fog feküdni, miközben a súlyzót karhosszban tartja (teljesen kinyújtva), könyökkel befelé. Azonban; ahelyett, hogy a karok merőlegesek lennének a törzsre; győződjön meg arról, hogy a rúd közvetlen vonalban van a mellkas felső felett. Ez lesz a kiindulási pozíciód. „; „Most egy teljesen kinyújtott helyzetből indulva engedje le a rudat, mintha fekvő tricepsz hosszabbítást hajtaná végre. Lélegezzen be, miközben ezt a mozgást hajtja végre. Amikor eléri a féliút pontot; hagyja, hogy a rúd körülbelül egy hüvelykre visszaforduljon úgy, hogy a felkarokat a lábad felé mozgatja, amíg merőlegesek nem lesznek a törzsre. Tipp: A felkar előrelépésekor tartsa állandóan a könyök kanyarát. „; „Kilégzés közben nyomja vissza a rúdot a tricepsz segítségével, hogy szoros tapadást hajtson végre. „; „Most menjen vissza a kiindulási helyzetbe, és kezdjeje újra. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""JM_Press/0.jpg""; ""JM_Press/1.jpg""]";JM_Press
365;Jackknife Felülés;pull;beginner;compound;saját testsúlyos;[3];[];"[Feküdjön laposan a padlóra (vagy edzőszőnyegre) a hátadon, karjaival egyenesen hátra nyújtva a feje mögött és kinyújtott lábakkal is. Ez lesz a kiindulási pozíciód. „; „Kilégzés közben hajlítsa meg a derékot, miközben egyidejűleg emelje fel a lábát és a karját, hogy egy kés helyzetben találkozzon. Tipp: A lábakat kb. 35-45 fokos szögben kell kinyújtani és felemelni a padlótól, a karokat pedig ki kell nyújtani és párhuzamosan kell lenniük a lábaival. A felső törzsnek le kell lennie a padlótól. „; „Belégzés közben engedje vissza a karját és a lábát a kiindulási helyzetbe. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Jackknife_Sit-Up/0.jpg""; ""Jackknife_Sit-Up/1.jpg""]";Jackknife_Sit-Up
366;Janda Felülés;pull;beginner;isolation;saját testsúlyos;[3];[];"[Helyezze testét a padlóra az alap ülő helyzetben; térdre kilencven fokos szögben, a lábak sík a padlón, a karok pedig a mellkasán vagy oldalra keresztezve. Ez lesz a kiindulási pozíciód. „; „Miközben erősen meghúzod a gyomrákat és a hamstringusokat; töltsd fel a tüdejét levegővel, és lassan (három-hat másodperces számlálással) emelkedj fel; lassan lélegezz ki. Tipp: Fontos, hogy meghúzzuk a glutes és a hamstringeket, mivel ez a csípőhajlítók inaktiválódását okozza a kölcsönös gátlásnak nevezett folyamatban; ami alapvetően azt jelenti, hogy a összehúzókkal ellentétes izmok ellazulnak. „; „Belélegzés közben lassan menjen vissza ellenőrzött módon a kiindulási helyzetbe. „; „Ismételje meg az ajánlott ismétlés mennyiségéhez.]";strength;"[""Janda_Sit-Up/0.jpg""; ""Janda_Sit-Up/1.jpg""]";Janda_Sit-Up
367;Jefferson Guggolás;push;intermediate;compound;rúd;[1];"[10; 13; 5; 11; 14]";"[Helyezzen súlyzót a padlóra. „; „Álljon a rúd hosszának közepén. „; „Hajoljon le térdre hajlítva, a hátát egyenesen tartva, és jobb kezével fogja meg a rúd elejét. A tenyerének bal oldalra nézve kell lennie (semleges markolattal). „; „Fogja meg a bal kezével a rúd hátulját. A tenyerének semleges markolatban kell lennie (tenyér jobb oldalra nézve). Tipp: Győződjön meg róla, hogy a markolat egyenletes legyen a rúdon. A törzset közvetlenül a rúd közepén kell elhelyezni, és a törzs és a jobb keze közötti távolságnak (amelynek elöl kell lennie) meg kell egyeznie a törzs és a bal keze közötti távolsággal (amelynek a hátához kell lennie) . „; „Most állj egyenesen a súlyval. Tipp: A lábának vállszélességben kell lennie egymástól, a lábujjaknak kissé kiemelve kell lennie. „; „Guggoljon le térdre hajlítva, és egyenesen tartsa a hátát, amíg a felső combok párhuzamos nem állnak a padlóval. Tipp: Tartsa a hátát a lehető legfüggőlegesebben, a padlóval és a fejével felfelé. Ne felejtse el azt is, hogy a térded ne menjen túl a lábujjaidon. Lélegezzen be a mozgás ezen részében. „; „Most hajtsa vissza a kiindulási helyzetbe a lábakkal nyomva. Tipp: Tartsa a rudat karhosszban lógva, könyökét pedig enyhe hajlítással rögzítve. A karok csak horogként szolgálnak. Kerülje a velük történő emelést. Emeld fel a comboddal, ne a karoddal.”";strength;"[""Jefferson_Squats/0.jpg""; ""Jefferson_Squats/1.jpg""]";Jefferson_Squats
368;Jerk Egyensúly;push;intermediate;compound;rúd;[2];"[13; 5; 1; 6]";"[Ez a fúró segít megtanulni eléggé alacsonyan vezetni a rángatás közben, és kijavítja azokat, akik a mozgás során hátrafelé mozognak. Kezdje azzal, hogy a rúd rángatott helyzetben van; vállakkal előre; törzs egyenesen; és a lábak kissé szétválnak egymástól. „; „Indítsa el a mozgást úgy, mint egy normál rángatás esetén; térdre merülve, miközben függőlegesen tartja a törzset; és erőteljesen felfelé haladjon; lendületet használva és nem a karjait a súly emeléséhez. „; „Tartsa a hátsó lábát a helyén, és ezzel hajtsa előre a testét, miközben a súlyt rángatja. Állj vissza azzal, hogy felállsz a fölött lévő súly mellett. ]";olympic weightlifting;"[""Jerk_Balance/0.jpg""; ""Jerk_Balance/1.jpg""]";Jerk_Balance
369;Jerk Tolódzkodásos Guggolás;push;intermediate;compound;rúd;[1];"[3; 10]";"[Ez a mozgás erősíti a rángatás merülő részét. Kezdje azzal, hogy a rúd rángató helyzetben van; a vállakkal előre állva hozzon létre egy polcot, és a rúd enyhén érintkezik a torokkal. A lábaknak közvetlenül a csípő alatt kell lenniük; a lábak kényelmesek voltak. „; „A törzs függőlegesen tartása; a térd hajlításával merítse el; lehetővé teszi számukra, hogy előre haladjanak, anélkül, hogy a csípőt hátra mozgatnák. A mártás nem lehet túlzott. Állítsa vissza a súlyt a kiindulási helyzetbe úgy, hogy erőszakkal haladjon a lábakon.”";olympic weightlifting;"[""Jerk_Dip_Squat/0.jpg""; ""Jerk_Dip_Squat/1.jpg""]";Jerk_Dip_Squat
370;Futás – Futópadon;;beginner;;gép;[1];"[13; 5]";"[Kezdéshez; lépjenen a futópadra, és válasszaa ki a kívánt lehetőséget a menüből. A legtöbb futópad kézi beállítással rendelkezik; vagy kiválaszthat egy futtatni kívánt programot. Általában; megadhatja életkorát és súlyát az edzés során elégetett kalóriák mennyiségének becsléséhez. A magasság beállítható az edzés intenzitásának megváltoztatásához. „; „A futópadok kényelmet kínálnak; szív- és érrendszeri előnyöket; és általában kevesebb hatással vannak, mint a szabadban való kocogás. Egy 150 font ember majdnem 250 kalóriát éget el kocogva 30 percig; szemben a több mint 450 kalóriával futva. Tartsa be a megfelelő testtartást kocogás közben; és csak akkor tartsa a fogantyúkat, ha szükséges; például amikor leszereljük vagy ellenőrizzük a pulzusszámot. ]";cardio;"[""Jogging_Treadmill/0.jpg""; ""Jogging_Treadmill/1.jpg""]";Jogging_Treadmill
371;Keg Emelés;pull;intermediate;compound;egyéb;[11];"[3; 7; 10; 12; 13; 5; 9; 1; 2; 14]";"[Hordók betöltéséhez; helyezze el a kívánt számot a rakodóplatformtól távolságra; általában 30-50 láb. „; „Kezdje azzal, hogy megragadja az első hordó szoros fogantyúját; döntse az oldalára, hogy megragadja a hordó aljának ellentétes szélét. Emelje fel a hordót a mellkasához. „; „Minél magasabbra helyezheti a hordót; annál gyorsabban kell tudnod mozogni a platformra. A vállhajtás általában nem megengedett. Ügyeljen arra, hogy szilárdan tartsa a hordót. A lehető leggyorsabban mozogjon a peronra; és töltse be; nyúljon át a csípőn, a térdeken és a bokákon keresztül, hogy a lehető legmagasabbra jusson. „; „Térjen vissza a kiindulási helyzetbe a következő hordó visszaszerezéséhez; és ismételje meg addig, amíg az esemény be nem fejeződik.]";strongman;"[""Keg_Load/0.jpg""; ""Keg_Load/1.jpg""]";Keg_Load
